anho,universidad,nivel,unidad_academica,programa_curso,matriculados_m,matriculados_h,matriculados_t,egresados_m,egresados_h,egresados_t,total_general,docentes_m,docentes_h,docentes_t,area_conocimiento
2022,UNCA,P,Ciencias Medicas,Especializacion en Oncologia Radiante-Residencia Medica. En gestion la Habilitacion ante el CONES,1,2,3,0,0,0,3,4,1,5,Salud
2022,UNCA,P,Ciencias Medicas,Especializacion en Medicina Estetica y Envejecimiento Fisiologico-4da. Cohorte. Habilitado por CONES,4,23,27,0,0,0,27,5,4,9,Salud
2022,UNCA,P,Ciencias Medicas,Especializacion en Medicina Estetica y Envejecimiento Fisiologico-5ta. Cohorte. Habilitado por CONES,4,27,31,0,0,0,31,5,4,9,Salud
2022,UNCA,P,Ciencias Medicas,Especializacion en Medicina Estetica y Envejecimiento Fisiologico-6ta. Cohorte. Habilitado por CONES,12,19,31,0,0,0,31,5,4,9,Salud
2022,UNCA,P,Ciencias Medicas,Especializacion en Medicina Estetica y Envejecimiento Fisiologico-3ra. Cohorte. Habilitado por CONES,5,10,15,8,3,11,26,5,4,9,Salud
2022,UNCA,P,Ciencias Medicas,Capacitacion en Nutricion Infantil-3ra. Cohorte,0,9,9,0,0,0,9,1,5,6,Salud
2022,UNCA,P,Ciencias Medicas,Especializacion en Ecografia General-8va. Cohorte. Habilitado por CONES segun Resolucion N°496/2018,59,40,99,0,0,0,99,13,10,23,Salud
2022,UNCA,P,Ciencias Medicas,Especializacion en Emergentologia-3ra. Cohorte. Habilitado por CONES segun Resolucion N°505/2017,41,24,65,0,0,0,65,12,4,16,Salud
2022,UNCA,P,Ciencias Medicas,Maestria en Educacion Superior en Ciencias Medicas-1era. Cohorte. Habilitado por CONES segun Resolucion N°543/2020,18,26,44,0,0,0,44,2,3,5,Educacion y Humanidades
2022,UNCA,P,Ciencias Medicas,Capacitacion en Neonatologia-3ra. Cohorte,2,10,12,0,0,0,12,5,8,13,Salud
2022,UNCA,P,Ciencias Medicas,Especializacion en Neonatologia-3ra. Cohorte. Habilitado por CONES segun Resolucion N°181/2017,4,31,35,0,0,0,35,5,8,13,Salud
2022,UNCA,P,Ciencias Medicas,Especializacion en Cuidados Intensivos Pediatricos-1ra. Cohorte. Habilitado por CONES segun Resolucion N°33/2020,12,17,29,0,0,0,29,16,21,37,Salud
2022,UNCA,P,Ciencias Medicas,Especializacion en Pedagogia y Didactica Universitaria en Ciencias de la Salud-1ra. Cohorte. En gestion la Habilitacion ante el CONES,20,28,48,0,0,0,48,2,3,5,Educacion y Humanidades
2022,UNCA,G,Ciencias de la Produccion,,627,693,1320,83,137,220,1540,104,192,296,Ciencias Agrarias
2022,UNCA,P,Ciencias de la Produccion,Maestria en Produccion Animal y Manejo de Forrajes,5,10,15,0,0,0,15,1,5,6,Ciencias Agrarias
2022,UNCA,G,Ciencias Sociales Politicas y Humanidades,,144,130,274,13,9,22,296,48,66,114,Derecho y Ciencias Sociales
2022,UNCA,G,Ciencias y Tecnologias,Electricidad,42,179,221,0,8,8,249,97,27,124,Ingenieria y Tecnologia
2022,UNCA,G,Ciencias y Tecnologias ,Electronica,25,63,88,0,0,0,97,0,0,0,Ingenieria y Tecnologia
2022,UNCA,G,Ciencias y Tecnologias ,Informatica,33,59,92,1,1,2,115,0,0,0,Ingenieria y Tecnologia
2022,UNCA,G,Ciencias y Tecnologias ,Civil,126,173,299,4,6,10,319,0,0,0,Ingenieria y Tecnologia
2022,UNCA,G,Facultad de Odontologia,Odontologia,133,34,167,17,12,29,196,43,31,74,Salud
2022,UNCA,P,Odontologia,Especializacion en Implantologia Oral-Segunda Cohorte (concluido-iniciado en 2020),9,6,15,7,5,12,27,0,4,4,Salud
2022,UNCA,P,Odontologia,Especializacion en Implantologia Oral-Tercera Cohorte (a concluir en 2024),5,11,16,0,0,0,16,0,4,4,Salud
2022,UNCA,G,Facultad de Ciencias de la Salud,Licenciatura en Enfermeria,100,33,133,25,6,31,164,45,10,55,Salud
2022,UNCA,G,Facultad de Ciencias de la Salud,Licenciatura en Nutricion,118,19,137,15,0,15,152,37,11,48,Salud
2022,UNCA,P,Facultad de Ciencias de la Salud,Especializacion en Administracion Hospitalaria y Sistemas de Salud,9,2,11,9,2,11,11,1,0,1,Salud
2022,UNCA,P,Facultad de Ciencias de la Salud,Maestria en Administracion Hospitalaria y Sistemas de Salud 2da. Cohorte,61,20,81,0,0,0,0,7,0,7,Salud
2022,UNCA,P,Facultad de Ciencias de la Salud,Maestria en Administracion Hospitalaria y Sistemas de Salud 3ra. Cohorte,34,7,41,0,0,0,0,3,2,5,Salud
2022,UNCA,P,Facultad de Ciencias de la Salud,Capacitacion en Salud Publica y Epidemiologia,53,6,59,53,6,59,59,3,1,4,Salud
2022,UNCA,P,Facultad de Ciencias de la Salud,Capacitacion en Nutricion Clinica y Hospitalaria,58,6,64,0,0,0,0,2,1,3,Salud
2022,UNICAN,G,Ciencias Economicas y Empresariales,Formacion de profesionales en Ciencias Economicas y Empresariales,339,212,551,42,31,73,624,138,104,242,Ciencias Economicas y Administracion
2022,UNICAN,G,Ciencias Juridicas y Sociales,Formacion de profesionales en Ciencias Juridicas y Sociales,216,143,359,31,26,57,416,28,42,70,Derecho y Ciencias Sociales
2022,UNICAN,G,Ciencias Agropecuarias y Ambientales,Formacion de profesionales en Ciencias Agropecuarias y Ambientales,32,53,85,8,4,12,97,110,98,208,Ciencias Agrarias
2022,UNICAN,G,Ciencias y Tecnologia,Formacion de profesionales en Ciencias y Tecnologia 01/22,66,158,224,2,3,5,229,24,29,53,Ingenieria y Tecnologia
2022,UNICAN,G,Ciencias y Tecnologia,Formacion de profesionales en Ciencias y Tecnologia 02/22,60,152,212,5,3,8,220,24,29,53,Ingenieria y Tecnologia
2022,UNICAN,G,Ciencias Veterinarias,Formacion de profesionales en Ciencias Veterinarias,84,74,158,7,5,12,170,27,31,58,Ciencias Veterinarias
2022,UNICAN,G,Ciencias de la Salud,Formacion de profesionales en Ciencias de la Salud,78,16,94,10,1,11,94,15,22,37,Salud
2022,UNICAN,P,Ciencias Economicas y Empresariales,Maestria en Administracion Financiera Gubernamental,11,16,27,5,7,12,39,14,6,20,Ciencias Economicas y Administracion
2022,UNICAN,P,Ciencias Juridicas y Sociales,Maestria en Derecho Penal Y Procesal Penal (Curuguaty),11,15,26,0,0,0,26,12,10,22,Derecho y Ciencias Sociales
2022,UNICAN,P,Ciencias Juridicas y Sociales,Maestria en Derecho Civil y Procesal Civil (Salto del Guaira),11,15,26,0,0,0,26,6,13,19,Derecho y Ciencias Sociales
2022,UNICAN,P,Ciencias Agropecuarias y Ambientales,Maestria en Energia para el Desarrollo Sostenible Energias Renovables y Eficiencia Energetica,5,15,20,3,2,5,25,6,14,20,Ciencias Agrarias
2022,UNICAN,P,Ciencias y Tecnologia,Maestria en Informatica aplicada a la Ingenieria de Software,8,17,25,0,0,0,25,1,6,7,Ingenieria y Tecnologia
2022,UPTP,G,Facultad de Ingenieria,Ingenieria Civil,46,52,98,9,8,17,115,3,7,10,Ingenieria y Tecnologia
2022,UPTP,G,Facultad de Ingenieria,Ingenieria Electromecanica,20,86,106,5,15,20,126,2,7,9,Ingenieria y Tecnologia
2022,UPTP,G,Facultad de Ingenieria,Ingenieria Industrial,52,36,88,12,1,13,101,2,9,11,Ingenieria y Tecnologia
2022,UPTP,G,Facultad de Ingenieria,Ingenieria Informatica,19,79,98,6,9,15,113,2,8,10,Ingenieria y Tecnologia
2021,UNA,G,Facultad de Derecho y Ciencias Sociales,,5507,4427,9934,1055,652,1707,11641,339,597,936,Derecho y Ciencias Sociales
2021,UNA,G,Facultad de Ciencias Medicas,,1052,690,1742,171,104,275,2017,269,359,628,Salud
2021,UNA,G,Facultad de Ingenieria,,930,2670,3600,16,78,94,3694,166,528,694,Ingenieria y Tecnologia
2021,UNA,G,Facultad de Ciencias Economicas,,5142,3276,8418,669,323,992,9410,836,1152,1988,Ciencias Economicas y Administracion
2021,UNA,G,Facultad de Odontologia,,244,47,291,56,12,68,359,185,68,253,Salud
2021,UNA,G,Facultad de Ciencias Quimicas,,1340,422,1762,97,21,118,1880,179,83,262,Ciencias Basicas
2021,UNA,G,Facultad de Filosofia,,2574,1142,3716,79,44,123,3839,400,210,610,Educacion y Humanidades
2021,UNA,G,Facultad de Ciencias Veterinarias,,1290,1247,2537,156,167,323,2860,557,550,1107,Ciencias Veterinarias
2021,UNA,G,Facultad de Ciencias Agrarias,,1571,1693,3264,85,110,195,3459,387,382,769,Ciencias Agrarias
2021,UNA,G,Facultad de Ciencias Exactas y Naturales,,1421,879,2300,171,95,266,2566,253,221,474,Ciencias Basicas
2021,UNA,G,Facultad de Arquitectura Diseno y Arte,,2172,999,3171,146,55,201,3372,311,310,621,Ingenieria y Tecnologia
2021,UNA,G,Facultad Politecnica,,1346,2936,4282,100,102,202,4484,201,336,537,Ingenieria y Tecnologia
2021,UNA,G,Facultad de Enfermeria y Obstetricia,,1183,225,1408,153,36,189,1597,570,176,746,Salud
2021,UNA,G,Facultad de Ciencias Sociales,,860,273,1133,8,2,10,1143,47,27,74,Educacion y Humanidades
2021,UNA,P,Facultad de Derecho y Ciencias Sociales,Especializacion,86,63,149,60,79,139,288,21,4,25,Derecho y Ciencias Sociales
2021,UNA,P,Facultad de Derecho y Ciencias Sociales,Maestria,97,84,181,14,18,32,213,5,34,39,Derecho y Ciencias Sociales
2021,UNA,P,Facultad de Derecho y Ciencias Sociales,Doctorado,51,38,89,1,1,2,91,0,11,11,Derecho y Ciencias Sociales
2021,UNA,P,Facultad de Ciencias Medicas,Especializacion,335,269,604,86,67,153,757,251,292,543,Salud
2021,UNA,P,Facultad de Ciencias Medicas,Maestria,40,20,60,20,16,36,96,19,2,21,Salud
2021,UNA,P,Facultad de Ingenieria,Capacitacion,68,48,116,104,63,167,283,3,0,3,Ingenieria y Tecnologia
2021,UNA,P,Facultad de Ingenieria,Especializacion,58,48,106,42,61,103,209,1,0,1,Ingenieria y Tecnologia
2021,UNA,P,Facultad de Ingenieria,Actualizacion,22,54,76,19,50,69,145,0,4,4,Ingenieria y Tecnologia
2021,UNA,P,Facultad de Ingenieria,Maestria,8,29,37,1,16,17,54,4,36,40,Ingenieria y Tecnologia
2021,UNA,P,Facultad de Ingenieria,Doctorado,0,0,0,0,2,2,2,0,14,14,Ingenieria y Tecnologia
2021,UNA,P,Facultad de Ciencias Economicas,Especializacion,150,89,239,72,28,100,339,8,8,16,Ciencias Economicas y Administracion
2021,UNA,P,Facultad de Ciencias Economicas,Maestria,167,117,284,9,8,17,301,11,24,35,Ciencias Economicas y Administracion
2021,UNA,P,Facultad de Odontologia,Especializacion,86,22,108,50,11,61,169,20,7,27,Salud
2021,UNA,P,Facultad de Odontologia,Capacitacion,5,2,7,5,2,7,14,2,0,2,Salud
2021,UNA,P,Facultad de Ciencias Quimicas,Especializacion,96,14,110,26,4,30,140,33,11,44,Ciencias Basicas
2021,UNA,P,Facultad de Ciencias Quimicas,Maestria,22,10,32,13,8,21,53,14,10,24,Ciencias Basicas
2021,UNA,P,Facultad de Ciencias Quimicas,Doctorado,3,0,3,0,0,0,3,0,0,0,Ciencias Basicas
2021,UNA,P,Facultad de Filosofia,Especializacion,698,110,808,307,166,473,1281,10,5,15,Educacion y Humanidades
2021,UNA,P,Facultad de Filosofia,Maestria,142,42,184,35,7,42,226,11,16,27,Educacion y Humanidades
2021,UNA,P,Facultad de Filosofia,Doctorado,24,8,32,1,0,1,33,6,4,10,Educacion y Humanidades
2021,UNA,P,Facultad de Ciencias Veterinarias,Maestria,8,13,21,0,0,0,21,4,3,7,Ciencias Veterinarias
2021,UNA,P,Facultad de Ciencias Agrarias,Capacitacion,46,35,81,46,35,81,162,7,10,17,Ciencias Agrarias
2021,UNA,P,Facultad de Ciencias Agrarias,Especializacion,21,34,55,21,34,55,110,23,15,38,Ciencias Agrarias
2021,UNA,P,Facultad de Ciencias Agrarias,Maestria,67,69,136,8,15,23,159,31,44,75,Ciencias Agrarias
2021,UNA,P,Facultad de Ciencias Exactas y Naturales,Maestria y Doctorado,103,184,287,117,187,304,591,18,23,41,Ciencias Basicas
2021,UNA,P,Facultad de Arquitectura Diseno y Arte,Actualizacion,25,14,39,17,9,26,65,2,2,4,Ingenieria y Tecnologia
2021,UNA,P,Facultad de Arquitectura Diseno y Arte,Especializacion,102,62,164,56,37,93,257,15,15,30,Ingenieria y Tecnologia
2021,UNA,P,Facultad de Arquitectura Diseno y Arte,Maestria,11,9,20,0,0,0,20,6,25,31,Ingenieria y Tecnologia
2021,UNA,P,Facultad Politecnica,Capacitacion,80,66,146,49,46,95,241,2,0,2,Ingenieria y Tecnologia
2021,UNA,P,Facultad Politecnica,Especializacion,54,56,110,9,5,14,124,20,17,37,Ingenieria y Tecnologia
2021,UNA,P,Facultad Politecnica,Maestria,24,43,67,9,8,17,84,13,44,57,Ingenieria y Tecnologia
2021,UNA,P,Facultad Politecnica,Doctorado,2,13,15,1,1,2,17,3,26,29,Ingenieria y Tecnologia
2021,UNA,P,Facultad de Enfermeria y Obstetricia,Especializacion,207,65,272,44,11,55,327,32,10,42,Salud
2021,UNA,P,Facultad de Enfermeria y Obstetricia,Maestria,65,19,84,21,5,26,110,5,3,8,Salud
2021,UNA,P,Facultad de Ciencias Sociales,Capacitacion,492,212,704,138,41,179,883,8,6,14,Educacion y Humanidades
2021,UNA,P,IICS,Especializacion,27,5,32,0,0,0,32,1,2,3,Salud
2021,UNA,P,IICS,Maestria,17,6,23,4,14,18,41,9,2,11,Salud
2021,UNA,P,IICS,Doctorado,1,0,1,1,0,1,2,12,4,16,Salud
2021,UNE,G,Escuela Superior de Bellas Artes,,128,92,220,5,7,12,232,43,22,65,Educacion y Humanidades
2021,UNE,G,Facultad Politecnica,,718,1139,1857,25,45,70,2457,76,100,176,Ingenieria y Tecnologia
2021,UNE,G,Facultad de Ingenieria Agronomica,,264,407,671,14,29,43,714,61,70,131,Ciencias Agrarias
2021,UNE,G,Facultad de Derecho y Ciencias Sociales,,618,444,1062,1398,1341,2739,3801,88,98,186,Derecho y Ciencias Sociales
2021,UNE,G,Facultad de Ciencias de la Salud,,241,146,387,25,17,42,429,82,75,157,Salud
2021,UNE,G,Facultad de Ciencias Economicas,,1558,1065,2623,172,101,273,2896,324,288,612,Ciencias Economicas y Administracion
2021,UNE,G,Facultad de Filosofia,,744,456,1200,134,46,180,1380,150,120,270,Educacion y Humanidades
2021,UNE,P,Escuela de Posgrado,Especializacion en Didactica Universitaria,375,207,582,247,115,362,944,14,14,28,Educacion y Humanidades
2021,UNE,P,Escuela de Posgrado,Especializacion en Investigacion Cientifica,0,0,0,8,4,12,12,3,1,4,Multidisciplinaria
2021,UNE,P,Escuela de Posgrado,Maestria en Educacion,131,47,178,4,2,6,184,10,15,25,Educacion y Humanidades
2021,UNE,P,Escuela de Posgrado,Maestria en Investigacion Cientifica,116,50,166,9,2,11,177,15,14,29,Multidisciplinaria
2021,UNE,P,Escuela de Posgrado,Maestria en Gestion y Politica Universitaria,0,0,0,1,1,2,2,1,4,5,Educacion y Humanidades
2021,UNE,P,Escuela de Posgrado,Doctorado en Educacion,17,18,35,1,3,4,39,0,9,9,Educacion y Humanidades
2021,UNE,P,Escuela de Posgrado,Habilitacion Pedagogica,61,19,80,0,0,0,80,9,3,12,Educacion y Humanidades
2021,UNE,P,Facultad Politecnica,Maestria en Informatica y Computacion,13,35,48,0,0,0,48,1,12,13,Ingenieria y Tecnologia
2021,UNE,P,Facultad Politecnica,Especializacion en Desarrollo de Sistemas para ambiente Internet con tecnologia orientada a objetos,5,15,20,0,0,0,20,3,7,10,Ingenieria y Tecnologia
2021,UNE,P,Facultad Politecnica,Maestria en Ingenieria Electrica,11,49,60,0,0,0,60,0,10,10,Ingenieria y Tecnologia
2021,UNE,P,Facultad Politecnica,Especializacion en Planeamiento de Sistemas de Energia Electrica,1,3,4,0,0,0,4,0,6,6,Ingenieria y Tecnologia
2021,UNE,P,Facultad Politecnica,Especializacion en Direccion y Alta Gerencia Hotelera,10,2,12,0,0,0,12,3,2,5,Ciencias Economicas y Administracion
2021,UNE,P,Facultad de Ingenieria Agronomica,Maestria en Nutricion de Plantas y Produccion Agricola Maestria en Auditoria y Gestion Ambiental y Maestria en Agricultura Sostenible,27,35,62,3,0,3,65,20,13,33,Ciencias Agrarias
2021,UNE,P,Facultad de Derecho y Ciencias Sociales,Especializacion en Ciencias Juridicas con enfasis en Derecho Civil,19,13,32,16,12,28,60,2,9,11,Derecho y Ciencias Sociales
2021,UNE,P,Facultad de Derecho y Ciencias Sociales,Especializacion en Ciencias Juridicas con enfasis en Derecho Penal,15,10,25,13,7,20,45,1,9,10,Derecho y Ciencias Sociales
2021,UNE,P,Facultad de Derecho y Ciencias Sociales,Maestria en Ciencias Juridicas con enfasis en Derecho Civil,57,45,102,0,0,0,102,4,2,6,Derecho y Ciencias Sociales
2021,UNE,P,Facultad de Derecho y Ciencias Sociales,Maestria en Ciencias Juridicas con enfasis en Derecho Penal,29,40,69,0,0,0,69,2,4,6,Derecho y Ciencias Sociales
2021,UNE,P,Facultad de Ciencias de la Salud,Ecografia General Obstetricia y Ginecologia,27,18,45,9,9,18,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Clinica Pediatrica,9,3,12,4,2,6,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Ginecologia y Obstetricia,12,6,18,7,2,9,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Medicina Interna,10,8,18,0,3,3,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Cirugia General,7,10,17,1,2,3,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Medicina Familiar y Comunitaria,11,11,22,1,1,2,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Anestesiologia,0,0,0,0,0,0,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Gestion de Servicios de Salud,3,3,6,1,0,1,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Enfermeria en Cuidados Criticos del Adulto,32,16,48,8,0,8,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Enfermeria en Emergencias y Urgencias,3,3,6,0,0,0,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Perinatologia,1,0,1,1,0,1,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Maestria en Ciencias de la Salud,3,2,5,2,0,2,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Maestria en Ciencias Medicas,6,4,10,0,0,0,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Maestria en Nutricion Clinica,3,0,3,0,0,0,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Maestria en Ecografia General Obstetricia y Ginecologia,10,9,19,0,1,1,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias de la Salud,Doctorado en Ciencias Medicas,3,5,8,0,0,0,0,0,0,0,Salud
2021,UNE,P,Facultad de Ciencias Economicas,Especializacion en Auditoria y Control de Gestion,25,27,52,7,1,8,60,4,5,9,Ciencias Economicas y Administracion
2021,UNE,P,Facultad de Ciencias Economicas,Especializacion en Finanzas con enfasis en Proyecto de Inversion,3,5,8,0,0,0,8,3,6,9,Ciencias Economicas y Administracion
2021,UNE,P,Facultad de Ciencias Economicas,Maestria en Administracion de Empresas,24,16,40,13,1,14,54,3,6,9,Ciencias Economicas y Administracion
2021,UNE,P,Facultad de Filosofia,Especializacion en Didactica Universitaria,131,62,193,0,0,0,0,6,7,13,Educacion y Humanidades
2021,UNE,P,Facultad de Filosofia,Especializacion en Didactica de las Matematicas,17,7,24,0,0,0,0,3,5,8,Educacion y Humanidades
2021,UNE,P,Facultad de Filosofia,Especializacion en Psicologia Laboral,17,4,21,0,0,0,0,4,1,5,Educacion y Humanidades
2021,UNE,P,Facultad de Filosofia,Especializacion en Psicologia Clinica,33,7,40,0,0,0,0,4,1,5,Educacion y Humanidades
2021,UNE,P,Facultad de Filosofia,Especializacion en Psicologia Oncologica,23,0,23,0,0,0,0,2,2,4,Educacion y Humanidades
2021,UNE,P,Facultad de Filosofia,Especializacion en Lengua Guarani,14,2,16,14,2,16,0,2,2,4,Educacion y Humanidades
2021,UNE,P,Facultad de Filosofia,Especializacion Historia del Paraguay,17,14,31,0,0,0,0,0,5,5,Educacion y Humanidades
2021,UNE,P,Facultad de Filosofia,Especializacion en Mediacion y Resolucion de Conflictos,45,17,62,0,0,0,0,5,4,9,Educacion y Humanidades
2021,UNE,P,Facultad de Filosofia,Especializacion en Evaluacion Educativa,57,10,67,0,0,0,0,4,3,7,Educacion y Humanidades
2021,UNE,P,Facultad de Filosofia,Maestria en Psicologia Clinica,14,0,14,0,0,0,0,4,2,6,Educacion y Humanidades
2021,UNE,P,Facultad de Filosofia,Doctorado en Psicologia,41,5,46,0,0,0,0,8,1,9,Educacion y Humanidades
2021,UNP,G,Ciencias Contables Administrativas y Economicas,,618,297,915,68,16,84,999,69,51,120,Ciencias Economicas y Administracion
2021,UNP,G,Ciencias Agropecuarias y Desarrollo Rural,,129,167,296,6,7,13,309,29,37,66,Ciencias Agrarias
2021,UNP,G,Derecho Ciencias Politicas y Sociales,,732,454,1186,156,79,235,1421,87,59,146,Derecho y Ciencias Sociales
2021,UNP,G,Humanidades y Ciencias de la Educacion,,474,149,623,94,18,112,735,54,35,89,Educacion y Humanidades
2021,UNP,G,Ciencias Aplicadas,,301,449,750,0,0,0,750,73,84,157,Ciencias Basicas
2021,UNP,G,Ciencias Tecnologias y Artes,,42,45,87,11,7,18,105,16,25,41,Multidisciplinaria
2021,UNP,G,Ciencias Biomedicas,,160,55,215,6,2,8,223,20,23,43,Salud
2021,UNP,P,Derecho Ciencias Politicas y Sociales,Maestria en Derecho Penal y Criminologia,9,4,13,1,0,1,14,2,2,4,Derecho y Ciencias Sociales
2021,UNP,P,Humanidades y Ciencias de la Educacion,Maestria en Ciencias de la Educacion,83,22,105,25,9,34,139,2,4,6,Educacion y Humanidades
2021,UNP,P,Humanidades y Ciencias de la Educacion,Doctorado en Ciencias de la Educacion,29,14,43,12,5,17,60,1,2,3,Educacion y Humanidades
2021,UNP,P,Humanidades y Ciencias de la Educacion,Especializacion en Psicopedagogia,26,1,27,0,0,0,27,2,1,3,Educacion y Humanidades
2021,UNP,P,Ciencias Aplicadas,Maestria en Informatica y Computacion,5,2,7,0,0,0,7,3,0,3,Ciencias Basicas
2021,UNP,P,Ciencias Tecnologias y Artes,Maestria en Gestion Organizacional,21,9,30,1,0,1,31,3,4,7,Educacion y Humanidades
2021,UNP,P,Ciencias Tecnologias y Artes,Especializacion en Docencia Universitaria,40,22,62,0,0,0,62,1,4,5,Educacion y Humanidades
2021,UNP,P,Ciencias Tecnologias y Artes,Especializacion en Evaluacion y Acreditacion de la Calidad Educativa,47,10,57,0,0,0,57,2,1,3,Educacion y Humanidades
2021,UNI,G,Ingenieria,,302,760,1062,18,33,51,1113,38,71,109,Ingenieria y Tecnologia
2021,UNI,G,Medicina,,181,108,289,28,10,38,327,94,76,170,Salud
2021,UNI,G,Facea,,825,531,1356,84,32,116,1472,90,57,147,Ciencias Economicas y Administracion
2021,UNI,G,Humanidades,,357,138,495,74,17,91,586,160,60,220,Educacion y Humanidades
2021,UNI,G,Derecho,,345,217,562,53,28,81,643,32,33,65,Derecho y Ciencias Sociales
2021,UNI,G,Agropecuaria,,117,172,289,21,11,32,321,42,43,85,Ciencias Agrarias
2021,UNI,G,CyT,,284,226,510,18,8,26,536,86,63,149,Ingenieria y Tecnologia
2021,UNI,P,Medicina,Especializacion en diferentes areas,175,107,282,47,22,69,351,57,58,115,Salud
2021,UNI,P,Humanidades,Curso Especializacion y Maestria,94,35,129,62,19,81,210,14,5,19,Educacion y Humanidades
2021,UNI,P,Derecho,Especializacion en Derecho Civil,80,39,119,0,0,0,119,1,7,8,Derecho y Ciencias Sociales
2021,UNI,P,Facaf,Maestria en Proteccion de Cultivos,25,25,50,0,0,0,50,2,6,8,Ciencias Agrarias
2021,UNI,P,Postgrado,Curso Especializacion Maestria y Doctorado,188,85,273,110,38,148,421,18,18,36,Multidisciplinaria
2021,UNC,G,Facultad de Odontologia,,159,78,237,16,6,22,259,92,79,171,Salud
2021,UNC,G,Facultad de Ciencias Agrarias,,210,291,501,33,45,78,579,74,30,104,Ciencias Agrarias
2021,UNC,G,Facultad de Ciencias Economicas y Administracion,,657,451,1108,25,56,81,1189,68,80,148,Ciencias Economicas y Administracion
2021,UNC,G,Facultad de Medicina,,130,125,255,0,0,0,255,50,68,118,Salud
2021,UNC,G,Facultad de Humanidades y Ciencias de la Educacion,,216,688,904,118,51,169,1073,81,40,121,Educacion y Humanidades
2021,UNC,G,Facultad de Ciencias Exactas y Tecnologicas,,156,184,340,11,2,13,353,54,32,86,Ingenieria y Tecnologia
2021,UNC,P,Rectorado,Especializacion en Didactica de la Educacion Superior,77,49,126,68,39,107,233,4,2,6,Educacion y Humanidades
2021,UNC,P,Rectorado,Especializacion en Metodologia de la Investigacion,0,0,0,5,0,5,5,0,0,0,Multidisciplinaria
2021,UNC,P,Rectorado,Maestria en Educacion con Orientacion en Docencia Universitaria,14,14,28,20,15,35,63,5,3,8,Educacion y Humanidades
2021,UNC,P,Rectorado,Doctorado en Educacion con Enfasis en Gestion Educacional,25,25,50,0,0,0,50,5,5,10,Educacion y Humanidades
2021,UNC,P,Facultad de Odontologia,Endodoncia,0,0,0,0,0,0,0,0,1,1,Salud
2021,UNC,P,Facultad de Odontologia,Ortodoncia Correctiva y Ortopedia Facial,0,0,0,0,0,0,0,2,0,2,Salud
2021,UNC,P,Facultad de Odontologia,Estetica y cosmetica dental,0,0,0,0,0,0,0,0,0,0,Salud
2021,UNC,P,Facultad de Odontologia,Rehabilitacion Oral,0,0,0,0,0,0,0,0,1,1,Salud
2021,UNC,P,Facultad de Odontologia,Implantologia,0,0,0,0,3,3,3,0,0,0,Salud
2021,UNC,P,Facultad de Odontologia,Ortopedia de los Maxilares,0,0,0,0,0,0,0,0,0,0,Salud
2021,UNC,P,Facultad de Ciencias Agrarias,Maestria en Produccion Vegetal,6,14,20,0,0,0,20,1,20,21,Ciencias Agrarias
2021,UNC,P,Facultad de Ciencias Agrarias,Maestria en Zootecnia,5,30,35,0,0,0,35,0,20,20,Ciencias Agrarias
2021,UNC,P,Facultad de Ciencias Economicas y Administracion,Maestria en Administracion y Direccion de Empresas,0,1,1,0,0,0,1,4,6,10,Ciencias Economicas y Administracion
2021,UNC,P,Facultad de Ciencias Economicas y Administracion,Maestria en Auditoria,23,8,31,0,0,0,31,2,3,5,Ciencias Economicas y Administracion
2021,UNC,P,Facultad de Medicina,Especializacion en Salud Publica,56,5,61,10,6,16,77,3,15,18,Salud
2021,UNC,P,Facultad de Medicina,Medicina Familiar,13,6,19,0,0,0,19,3,2,5,Salud
2021,UNC,P,Facultad de Humanidades y Ciencias de la Educacion,Capacitacion Proceso de Diagnostico: desde el motivo de consulta hasta el informe final,2,11,13,2,11,13,26,1,0,1,Educacion y Humanidades
2021,UNC,P,Facultad de Humanidades y Ciencias de la Educacion,Especializacion en Educacion Escolar Basica,15,73,88,0,0,0,88,10,4,14,Educacion y Humanidades
2021,UNC,P,Facultad de Humanidades y Ciencias de la Educacion,Maestria en Educacion con Enfasis en Evaluacion,28,57,85,3,1,4,89,5,1,6,Educacion y Humanidades
2021,UNC,P,Facultad de Humanidades y Ciencias de la Educacion,Maestria en Investigacion Cientifica,0,0,0,3,1,4,4,1,0,1,Educacion y Humanidades
