anho,universidad,nivel,unidad_academica,programa_curso,matriculados_m,matriculados_h,matriculados_t,egresados_m,egresados_h,egresados_t,total_general,docentes_m,docentes_h,docentes_t,area_conocimiento
2016,UNCA,G,FCP Filial Santa Rosa del Aguaray,Ing Agroforestal,0,0,0,3,2,5,5,0,0,0,Ciencias Agrarias
2016,UNCA,G,FCP Filial J Eulogio Estigarribia,Ing en Produccion,22,10,32,0,0,0,32,0,0,0,Ciencias Agrarias
2016,UNCA,G,FCP Filial J Eulogio Estigarribia,Medicina Veterinaria,74,40,114,0,0,0,114,0,0,0,Ciencias Veterinarias
2016,UNCA,G,FCP Filial San Juan Nepomuceno,Ing Agroforestal,25,26,51,5,5,10,61,0,0,0,Ciencias Agrarias
2016,UNCA,G,FCP Filial San Juan Nepomuceno,Ing Zootecnica,10,6,16,1,0,1,17,0,0,0,Ciencias Veterinarias
2016,UNCA,G,Facultad de Ciencias Medicas,Medicina,110,142,252,25,36,61,313,53,53,106,Salud
2016,UNCA,G,Facultad de Ciencias de la Salud,Ciencias de la Salud,32,176,208,6,35,41,249,29,76,105,Salud
2016,UNCA,G,Facultad de Ciencias y sus Tecnologias,Ing Civil,101,54,155,0,0,0,155,103,12,115,Ingenieria y Tecnologia
2016,UNCA,G,Facultad de Ciencias y sus Tecnologias,Ing en Electricidad,134,20,154,2,1,3,157,0,0,0,Ingenieria y Tecnologia
2016,UNCA,G,Facultad de Ciencias y sus Tecnologias,Ing en Electronica,49,14,63,0,0,0,63,0,0,0,Ingenieria y Tecnologia
2016,UNCA,G,Facultad de Ciencias y sus Tecnologias,Ing Informatica,46,35,81,2,1,3,84,0,0,0,Ingenieria y Tecnologia
2016,UNCA,G,Escuela de Artes y Desarrollo de Talentos,Escuela de Artes,10,8,18,1,1,2,20,7,12,19,Educacion y Humanidades
2016,UNCA,P,Facultad de Ciencias de la Salud,Especializacion en Administracion Hospitalaria y Sistemas de Salud,16,40,56,16,40,56,112,7,110,117,Salud
2016,UNCA,P,Facultad de Ciencias de la Salud,Maestria en Administracion Hospitalaria y Sistemas de Salud,19,47,66,0,0,0,66,15,0,15,Salud
2016,UNCA,P,FCS y P,Especializacion en Didactica Superior Universitario,11,16,27,11,16,27,54,3,0,3,Educacion y Humanidades
2016,UNCA,P,FCS y P,Servicio Nacional de Facilitadores Judiciales,12,37,49,12,37,49,98,2,0,2,Derecho y Ciencias Sociales
2016,UNCA,P,Odontologia,Actualizacion sobre carillas y Lentes de Contacto,4,20,24,4,20,24,24,0,1,1,Salud
2016,UNCA,P,Odontologia,Curso de Actualizacion sobre Provisionales,1,4,5,1,4,5,10,0,1,1,Salud
2016,UNCA,P,Odontologia,Curso Taller de Metodologia de la Investigacion,1,17,18,1,17,18,36,0,2,2,Salud
2016,UNCA,P,Ciencias Medicas,Especialistas en Ecografia General - 1era Promocion,47,23,70,31,25,56,126,11,2,13,Salud
2016,UNCA,P,Ciencias Medicas,Especialistas en Ecografia General - 2da Promocion,46,24,70,23,17,40,110,11,2,13,Salud
2016,UNCA,P,Ciencias Medicas,Especialistas en Climaterio y Menopausia - 1era Promocion,18,36,54,8,23,31,85,11,4,15,Salud
2016,UNCA,P,Ciencias Medicas,Diplomado en Climaterio y Menopausia,2,21,23,2,12,14,37,2,5,7,Salud
2016,UNCA,P,Ciencias Medicas,Especialistas en Ecografia General - 3ra Promocion,45,25,70,19,10,29,99,11,4,15,Salud
2016,UNCA,P,Ciencias Medicas,Diplomado en Reproduccion Asistida de Baja Complejidad,7,21,28,7,19,26,54,2,5,7,Salud
2016,UNCA,P,Ciencias Medicas,Especialistas en Endocrinologia Ginecologica y Reproductiva,14,17,31,10,17,27,58,4,7,11,Salud
2016,UNCA,P,Ciencias Medicas,Especialistas en Climaterio y Menopausia - 2da Promocion,3,16,19,3,15,18,37,5,8,13,Salud
2016,UNCA,P,Ciencias Medicas,Intensivo de Especialistas en Cirugia General y Oncologica,31,9,40,24,7,31,71,4,1,5,Salud
2016,UNCA,P,Ciencias Medicas,Especialista en Emergentologia,36,47,83,27,17,44,127,11,2,13,Salud
2016,UNCA,P,Ciencias Medicas,Especialistas en Ecografia General - 4ta Promocion,45,25,70,21,16,37,107,11,4,15,Salud
2016,UNCA,P,Ciencias Medicas,Especialista y Diplomado en Neonatologia,17,53,70,35,10,45,115,10,9,19,Salud
2016,UNCA,P,Ciencias Medicas,Residencia Medica de Especialista en Neonatologia,0,3,3,0,0,0,3,0,0,0,Salud
2016,UNCA,P,Ciencias Medicas,Residencia Medica de Especialista en Cirugia General y Oncologica,15,6,21,0,0,0,21,0,0,0,Salud
2016,UNCA,P,Ciencias Medicas,Residencia de Medica de Especialista en Oncologia Clinica,4,7,11,0,0,0,11,0,0,0,Salud
2016,UNCA,P,Ciencias Medicas,Residencia Medica de Especialista en Oncologia Radiante,1,2,3,0,0,0,3,0,0,0,Salud
2016,UNCA,P,Ciencias Medicas,Residencia Medica de Especialista en Anatomia Patologica,1,1,2,0,0,0,2,0,0,0,Salud
2016,UNCA,P,Ciencias Medicas,Curso de Especialista en Ecografia General - 5ta Promocion,49,24,73,0,0,0,73,11,4,15,Salud
2016,UNICAN,G,Facultad de Ciencias Economicas y Empresariales,Grado,210,419,629,0,0,0,629,92,87,179,Ciencias Economicas y Administracion
2016,UNICAN,G,Facultad de Ciencias Juridicas,Grado,150,128,278,0,0,0,278,31,25,56,Derecho y Ciencias Sociales
2016,UNICAN,G,Facultad de Ciencias Agropecuarias y Ambientales,Grado,24,86,110,0,0,0,110,22,27,49,Ciencias Agrarias
2016,UNICAN,G,Facultad de Ciencias y Tecnologia,Grado,70,192,262,0,0,0,262,18,24,42,Ingenieria y Tecnologia
2016,UNICAN,G,Facultad de Ciencias Veterinarias,Grado,49,69,118,0,0,0,118,21,28,49,Ciencias Veterinarias
2016,UNICAN,G,Facultad de Ciencias de la Salud,Grado,51,11,62,0,0,0,62,17,11,28,Salud
2016,UNICAN,P,Escuela de Postgrado,Especializacion en Docencia Universitaria,40,36,76,0,0,0,76,8,2,10,Educacion y Humanidades
2015,UNA,G,Instituto Trabajo Social,N/A,261,81,342,11,3,14,356,54,23,77,Derecho y Ciencias Sociales
2015,UNA,G,Instituto Dr. Andres Barbero,N/A,1190,328,1518,92,32,124,1642,480,205,685,Salud
2015,UNA,G,Facultad de Derecho y Ciencias Sociales,N/A,4906,3969,8875,532,409,941,9816,231,443,674,Derecho y Ciencias Sociales
2015,UNA,G,Facultad de Ciencias Medicas,N/A,819,663,1482,75,67,142,1624,614,659,1273,Salud
2015,UNA,G,Facultad de Ingenieria,N/A,424,1867,2291,24,95,119,2410,145,458,603,Ingenieria y Tecnologia
2015,UNA,G,Facultad de Ciencias Economicas,N/A,9751,6319,16070,604,359,963,17033,467,567,1034,Ciencias Economicas y Administracion
2015,UNA,G,Facultad de Odontologia,N/A,286,39,325,51,9,60,385,244,133,377,Salud
2015,UNA,G,Facultad de Ciencias Quimicas,N/A,1305,441,1746,89,14,103,1849,322,170,492,Ciencias Basicas
2015,UNA,G,Facultad de Filosofia,N/A,1448,703,2151,201,69,270,2421,467,309,776,Educacion y Humanidades
2015,UNA,G,Facultad de Ciencias Veterinarias,N/A,1242,1784,3026,102,116,218,3244,410,413,823,Ciencias Veterinarias
2015,UNA,G,Facultad de Ciencias Agrarias,N/A,1628,2314,3942,75,113,188,4130,219,368,587,Ciencias Agrarias
2015,UNA,G,Facultad de Ciencias Exactas y Naturales,N/A,1681,965,2646,62,25,87,2733,198,225,423,Ciencias Basicas
2015,UNA,G,"Facultad de Arquitectura, Diseño y Arte",N/A,2265,1388,3653,45,14,59,3712,300,280,580,Ingenieria y Tecnologia
2015,UNA,G,Facultad Politecnica,N/A,1321,3242,4563,39,48,87,4650,180,313,493,Ingenieria y Tecnologia
2015,UNA,P,Instituto Trabajo Social,"Especializacion, Actualizacion, Maestria, Doctorado",22,3,25,18,2,20,45,4,7,11,Derecho y Ciencias Sociales
2015,UNA,P,Instituto Dr. Andres Barbero,"Especializacion, Actualizacion, Maestria, Doctorado",19,45,64,0,0,0,64,32,4,36,Salud
2015,UNA,P,Instituto de Investigaciones en Ciencias de la Salud,"Especializacion, Actualizacion, Maestria, Doctorado",23,10,33,0,0,0,0,81,17,98,Salud
2015,UNA,P,Facultad de Derecho y Ciencias Sociales,"Especializacion, Actualizacion, Maestria, Doctorado",194,195,389,72,61,133,522,16,54,70,Derecho y Ciencias Sociales
2015,UNA,P,Facultad de Ingenieria,"Especializacion, Actualizacion, Maestria, Doctorado",237,276,513,186,150,336,849,5,59,64,Ingenieria y Tecnologia
2015,UNA,P,Facultad de Ciencias Economicas,"Especializacion, Actualizacion, Maestria, Doctorado",760,520,1280,420,217,637,1917,37,63,100,Ciencias Economicas y Administracion
2015,UNA,P,Facultad de Odontologia,"Especializacion, Actualizacion, Maestria, Doctorado",151,35,186,123,31,154,340,18,8,26,Salud
2015,UNA,P,Facultad de Ciencias Quimicas,"Especializacion, Actualizacion, Maestria, Doctorado",193,58,251,41,17,58,309,64,30,94,Ciencias Basicas
2015,UNA,P,Facultad de Filosofia,"Especializacion, Actualizacion, Maestria, Doctorado",162,81,243,161,81,242,485,28,16,44,Educacion y Humanidades
2015,UNA,P,Facultad de Ciencias Veterinarias,"Especializacion, Actualizacion, Maestria, Doctorado",41,51,92,0,0,0,92,6,19,25,Ciencias Veterinarias
2015,UNA,P,Facultad de Ciencias Agrarias,"Especializacion, Actualizacion, Maestria, Doctorado",29,17,46,3,1,4,50,17,24,41,Ciencias Agrarias
2015,UNA,P,Facultad de Ciencias Exactas y Naturales,"Especializacion, Actualizacion, Maestria, Doctorado",380,153,533,317,128,445,978,20,44,64,Ciencias Basicas
2015,UNA,P,"Facultad de Arquitectura, Diseño y Arte","Especializacion, Actualizacion, Maestria, Doctorado",198,189,387,87,39,126,513,4,20,24,Ingenieria y Tecnologia
2015,UNA,P,Facultad Politecnica,"Especializacion, Actualizacion, Maestria, Doctorado",221,294,515,79,44,123,638,23,46,69,Ingenieria y Tecnologia
2015,UNE,G,Facultad de Ingenieria Agronomica,Ingenieria Agronomica,137,193,330,9,24,33,363,0,0,0,Ciencias Agrarias
2015,UNE,G,Facultad de Ingenieria Agronomica,Ingenieria Ambiental,62,46,108,11,7,18,126,0,0,0,Ingenieria y Tecnologia
2015,UNE,G,Facultad de Ciencias Economicas,Administracion,247,152,399,9,5,14,413,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Facultad de Ciencias Economicas,Contabilidad,664,329,993,77,32,109,1102,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Facultad de Ciencias Economicas,Economia,106,84,190,7,3,10,200,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Facultad de Filosofia,Ciencias de la Educacion,87,25,112,8,3,11,123,0,0,0,Educacion y Humanidades
2015,UNE,G,Facultad de Filosofia,Psicologia,494,180,674,61,16,77,751,0,0,0,Salud
2015,UNE,G,Facultad de Filosofia,Ciencias de la Comunicacion,127,70,197,7,7,14,211,0,0,0,Derecho y Ciencias Sociales
2015,UNE,G,Facultad de Filosofia,Letras,22,11,33,6,6,12,45,0,0,0,Educacion y Humanidades
2015,UNE,G,Facultad de Filosofia,Matematica,89,56,145,20,6,26,171,0,0,0,Ciencias Basicas
2015,UNE,G,Facultad de Filosofia,Filosofia,4,14,18,0,1,1,19,0,0,0,Educacion y Humanidades
2015,UNE,G,Facultad de Filosofia,Historia,12,13,25,3,2,5,30,0,0,0,Educacion y Humanidades
2015,UNE,G,Facultad Politecnica,Analisis de Sistemas,58,193,251,11,19,30,281,0,0,0,Ingenieria y Tecnologia
2015,UNE,G,Facultad Politecnica,Ingenieria Electrica,71,248,319,1,16,17,336,0,0,0,Ingenieria y Tecnologia
2015,UNE,G,Facultad Politecnica,Licenciatura en Turismo,140,43,183,7,0,7,190,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Facultad Politecnica,Ingenieria de Sistemas,34,67,101,8,9,17,118,0,0,0,Ingenieria y Tecnologia
2015,UNE,G,Facultad de Derecho y Ciencias Sociales,Derecho,598,420,1018,40,49,89,1107,0,0,0,Derecho y Ciencias Sociales
2015,UNE,G,Facultad de Derecho y Ciencias Sociales,Ciencias Politicas,140,65,205,7,7,14,219,0,0,0,Derecho y Ciencias Sociales
2015,UNE,G,Facultad de Derecho y Ciencias Sociales,Escribania y Notariado,24,27,51,9,3,12,63,0,0,0,Derecho y Ciencias Sociales
2015,UNE,G,Facultad de Ciencias de la Salud,Medicina,157,115,272,26,17,43,315,54,76,130,Salud
2015,UNE,G,Facultad de Ciencias de la Salud,Enfermeria,88,20,108,13,5,18,126,55,12,67,Salud
2015,UNE,G,Facultad de Derecho y Ciencias Sociales,Derecho,22,20,42,18,7,25,67,0,0,0,Derecho y Ciencias Sociales
2015,UNE,G,Facultad de Ingenieria Agronomica,Ingenieria Agronomica,3,6,9,4,8,12,21,0,0,0,Ciencias Agrarias
2015,UNE,G,Facultad de Ciencias Economicas,Contabilidad,24,12,36,13,10,23,59,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Facultad de Ciencias Economicas,Administracion,6,4,10,8,2,10,20,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Ciencias Economicas - Santa Rita,Administracion,52,27,79,5,5,10,89,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Ciencias Economicas - Santa Rita,Contabilidad,62,33,95,14,5,19,114,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Ciencias Economicas - Santa Rita,Economia,22,19,41,1,3,4,45,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Ciencias Economicas - Juan Leon Mallorquin,Contabilidad,83,48,131,0,0,0,131,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Ciencias Economicas - Juan Leon Mallorquin,Administracion,34,36,70,0,0,0,70,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Filosofia - Juan Leon Mallorquin,Ciencias de la Educacion,7,5,12,0,0,0,12,0,0,0,Educacion y Humanidades
2015,UNE,G,Filosofia - Juan Leon Mallorquin,Psicologia,54,16,70,16,5,21,91,0,0,0,Salud
2015,UNE,G,Filosofia - Juan Leon Mallorquin,Matematica,4,6,10,6,3,9,19,0,0,0,Ciencias Basicas
2015,UNE,G,Filosofia - Santa Rita,Psicologia,66,16,82,37,5,42,124,0,0,0,Salud
2015,UNE,G,Escuela Superior de Educacion Cruce Itakyry,Contabilidad,86,38,124,12,7,19,143,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Escuela Superior de Educacion Cruce Itakyry,Ingenieria Agronomica,38,107,145,2,2,4,149,0,0,0,Ciencias Agrarias
2015,UNE,G,Escuela Superior de Educacion Cruce Itakyry - Minga Pora,Contabilidad,11,5,16,0,0,0,16,0,0,0,Ciencias Economicas y Administracion
2015,UNE,G,Formacion de Ciencias Economicas y Agronomicas Zona Norte del Alto Parana,Sub-Total,143,147,290,12,15,27,317,59,53,112,Ciencias Economicas y Administracion
2015,UNE,G,Escuela Superior de Bellas Artes,Licenciatura en Artes Visuales,20,20,40,0,0,0,40,0,0,0,Educacion y Humanidades
2015,UNE,G,Escuela Superior de Bellas Artes,Licenciatura en Danza,8,1,9,0,0,0,9,0,0,0,Educacion y Humanidades
2015,UNE,G,Escuela Superior de Bellas Artes,Licenciatura en Musica,23,40,63,0,0,0,63,0,0,0,Educacion y Humanidades
2015,UNE,G,Escuela Superior de Bellas Artes,Licenciatura en Teatro,12,6,18,0,0,0,18,0,0,0,Educacion y Humanidades
2015,UNE,P,Escuela de Posgrado,Doctorado en Educacion,9,13,22,0,0,0,22,0,0,0,Educacion y Humanidades
2015,UNE,P,Escuela de Posgrado,Maestria en Comunicacion para el Desarrollo,5,2,7,0,0,0,7,0,0,0,Educacion y Humanidades
2015,UNE,P,Escuela de Posgrado,Maestria en Gestion y Politica Universitaria,6,6,12,0,0,0,12,0,0,0,Educacion y Humanidades
2015,UNE,P,Escuela de Posgrado,Maestria en Investigacion Cientifica,43,25,68,0,0,0,68,0,0,0,Educacion y Humanidades
2015,UNE,P,Escuela de Posgrado,Maestria en Ciencias Sociales,8,13,21,0,0,0,21,0,0,0,Derecho y Ciencias Sociales
2015,UNE,P,Escuela de Posgrado,Especializacion en Didactica Universitaria,81,60,141,71,25,96,237,0,0,0,Educacion y Humanidades
2015,UNE,P,Escuela de Posgrado,Especializacion en Administracion Publica,21,17,38,0,0,0,38,0,0,0,Ciencias Economicas y Administracion
2015,UNE,P,Escuela de Posgrado,Actualizacion en Implementacion del Modelo Estandar de Control Interno de Instituciones Publicas del Paraguay (MECIP),13,2,15,0,0,0,15,0,0,0,Ciencias Economicas y Administracion
2015,UNE,P,Ciencias Economicas,Maestria en Administracion de Empresas,11,14,25,7,3,10,35,0,0,0,Ciencias Economicas y Administracion
2015,UNE,P,Ciencias Economicas,Especializacion en Auditoria y Control de Gestion,11,2,13,5,7,12,25,0,0,0,Ciencias Economicas y Administracion
2015,UNE,P,Ingenieria Agronomica,Especializacion en Agronegocios,31,15,46,0,0,0,46,0,0,0,Ciencias Agrarias
2015,UNE,P,Ingenieria Agronomica,Especializacion en Nutricion de Planta y Produccion Agricola,22,8,30,0,0,0,30,0,0,0,Ciencias Agrarias
2015,UNE,P,Filosofia,Especializacion en Didactica Universitaria,33,53,86,39,61,100,186,0,0,0,Educacion y Humanidades
2015,UNE,P,Filosofia,Especializacion en Psicologia Clinica,4,29,33,0,0,0,33,0,0,0,Salud
2015,UNE,P,Filosofia,Especializacion en Mediacion y Resolucion de Conflictos,12,21,33,0,0,0,33,0,0,0,Derecho y Ciencias Sociales
2015,UNE,P,Filosofia,Habilitacion Pedagogica,13,19,32,0,0,0,32,0,0,0,Educacion y Humanidades
2015,UNE,P,Politecnica,Maestria en Ingenieria Electrica,11,2,13,0,0,0,13,0,0,0,Ingenieria y Tecnologia
2015,UNE,P,Politecnica,Maestria en Informatica y Computacion,0,0,0,2,1,3,3,0,0,0,Ingenieria y Tecnologia
2015,UNE,P,Facultad de Ciencias de la Salud,Ecografia General Obstetrica y Ginecologica,18,12,30,0,0,0,30,3,0,3,Salud
2015,UNE,P,Facultad de Ciencias de la Salud,Clinica Pediatrica,1,7,8,3,7,10,18,2,0,2,Salud
2015,UNE,P,Facultad de Ciencias de la Salud,Ginecologia y Obstetricia,4,6,10,0,0,0,10,1,1,2,Salud
2015,UNE,P,Facultad de Ciencias de la Salud,Medicina Interna,5,10,15,7,3,10,25,2,0,2,Salud
2015,UNE,P,Facultad de Ciencias de la Salud,Cirugia General,17,2,19,2,0,2,21,2,0,2,Salud
2015,UNE,P,Facultad de Ciencias de la Salud,Gestion de Servicios de Salud,6,16,22,0,3,3,25,1,1,2,Salud
2015,UNE,P,Facultad de Ciencias de la Salud,Enfermeria de Cuidados Criticos del Adulto,1,8,9,1,8,9,18,1,1,2,Salud
2015,UNE,P,Facultad de Ciencias de la Salud,Medicina Familiar y Comunitaria,3,7,10,0,0,0,10,2,0,2,Salud
2015,UNE,P,Facultad de Ciencias de la Salud,Enfermeria en Emergencias y Urgencias,2,7,9,2,1,3,12,1,0,1,Salud
2015,UNE,P,Facultad de Ciencias de la Salud,Doctorado en Ciencias Medicas con nivel intermedio de maestria. 3 Edicion.,2,3,5,0,1,1,6,1,1,2,Salud
2015,UNE,P,Facultad de Ciencias de la Salud,Doctorado en Ciencias Medicas con nivel intermedio de maestria. 2 Edicion.,9,8,17,2,0,2,19,1,1,2,Salud
2015,UNE,P,Facultad de Ciencias de la Salud,Doctorado en Ciencias Medicas con nivel intermedio de maestria. 1 Edicion.,4,1,5,1,0,1,6,2,1,3,Salud
2015,UNE,P,Facultad de Ciencias de la Salud,Maestria en Ciencias de la Salud,6,15,21,0,0,0,21,2,2,4,Salud
2015,UNP,G,Ciencias Contables Administrativas y Economicas,Grado,566,355,921,24,10,34,955,42,52,94,Ciencias Economicas y Administracion
2015,UNP,G,Ciencias Agropecuarias y Desarrollo Rural,Grado,118,204,322,3,12,15,337,36,20,56,Ciencias Agrarias
2015,UNP,G,Derecho Ciencias Politicas y Sociales,Grado,595,387,982,64,43,107,1089,52,92,144,Derecho y Ciencias Sociales
2015,UNP,G,Humanidades y Ciencias de la Educacion,Grado,317,113,430,59,8,67,497,47,46,93,Educacion y Humanidades
2015,UNP,G,Ciencias Aplicadas,Grado,337,424,761,15,10,25,786,141,149,290,Ingenieria y Tecnologia
2015,UNP,G,Ciencias Tecnologias y Artes,Grado,100,91,191,0,0,0,191,13,10,23,Multidisciplinaria
2015,UNP,G,Ciencias Biomedicas,Grado,119,37,156,2,0,2,158,22,15,37,Salud
2015,UNP,P,Derecho Ciencias Politicas y Sociales,Postitulo Notariado,6,3,9,0,0,0,9,2,1,3,Derecho y Ciencias Sociales
2015,UNVES,G,Ciencias Politicas y Sociales,Ciencias Politicas y Sociales,137,87,224,15,5,20,244,35,61,96,Derecho y Ciencias Sociales
2015,UNP,P,Derecho Ciencias Politicas y Sociales,Diplomado en Ciencias Forenses,27,19,46,27,19,46,92,2,1,3,Derecho y Ciencias Sociales
2015,UNP,P,Derecho Ciencias Politicas y Sociales,Diplomado en Liderazgo y Coaching,8,1,9,8,1,9,18,2,0,2,Derecho y Ciencias Sociales
2015,UNP,P,Derecho Ciencias Politicas y Sociales,Diplomado en Derecho Procesal Laboral,15,11,26,15,11,26,52,2,1,3,Derecho y Ciencias Sociales
2015,UNP,P,Humanidades,Psicopedagogia,21,0,21,21,0,21,42,0,6,6,Educacion y Humanidades
2015,UNP,P,Postgrado,Didactica Universitaria,59,31,90,0,0,0,90,0,10,10,Educacion y Humanidades
2015,UNI,G,Investigacion y Extension,Facultad,0,0,0,0,0,0,0,5,7,12,Multidisciplinaria
2015,UNI,G,Ingenieria,Facultad,327,906,1233,16,28,44,1277,33,78,111,Ingenieria y Tecnologia
2015,UNI,G,Medicina,Facultad,344,205,549,20,12,32,581,100,91,191,Salud
2015,UNI,G,Ciencias Economicas Administrativas y Contables,Facultad,1606,997,2603,84,45,129,2732,76,59,135,Ciencias Economicas y Administracion
2015,UNI,G,Humanidades,Facultad,477,176,653,134,49,183,836,171,78,249,Educacion y Humanidades
2015,UNI,G,Derecho,Facultad,674,488,1162,64,46,110,1272,44,46,90,Derecho y Ciencias Sociales
2015,UNI,G,FACAF,Facultad,254,330,584,20,30,50,634,33,40,73,Ciencias Agrarias
2015,UNI,G,Ciencias y Tecnologia,Facultad,466,453,919,16,3,19,938,55,86,141,Ciencias Basicas
2015,UNI,P,Posgrado,Facultad,408,306,714,0,0,0,714,23,15,38,Multidisciplinaria
2015,UNI,P,Ingenieria,Maestria en Informatica Aplicada,7,2,9,0,0,0,9,2,1,3,Ingenieria y Tecnologia
2015,UNI,P,Ingenieria,Maestria en Informatica Aplicada,7,2,9,0,0,0,9,2,1,3,Ingenieria y Tecnologia
2015,UNI,P,Medicina,Especializacion en Didactica Universitaria,1,0,1,0,0,0,1,0,0,0,Educacion y Humanidades
2015,UNI,P,Medicina,Diplomado en Urgencia Obstetricas y Perinatologicas,0,8,8,0,10,10,18,0,0,0,Salud
2015,UNI,P,Medicina,Matricula de Curso Especializacion Medicina Interna,15,26,41,0,0,0,41,0,0,0,Salud
2015,UNI,P,Medicina,Cursos de Especializacion Cirugia General Medicina Interna Clinica Ginecobstetrica Medicina Familiar Pediatria y Ortopedia y Traumatologia,0,2,2,1,8,9,11,0,0,0,Salud
2015,UNI,P,Medicina,Diplomado en metodos Auxiliares de Diagnostico Por imagenes en la Practica Clinica,5,10,15,0,0,0,15,0,0,0,Salud
2015,UNI,P,Medicina,Especializacion Epidemiologia,2,0,2,0,0,0,2,0,0,0,Salud
2015,UNI,P,Medicina,Diplomado Actualizacion en Urgencias Medicas en Adultos,5,2,7,6,9,15,22,0,0,0,Salud
2015,UNI,P,Ciencias Economicas y Administracion,Maestria en Administracion Financiera Gubernamental,7,9,16,0,0,0,16,6,0,6,Ciencias Economicas y Administracion
2015,UNI,P,Ciencias Economicas y Administracion,Maestria en Gestion Contable e Impositiva,8,11,19,0,0,0,19,3,1,4,Ciencias Economicas y Administracion
2015,UNI,P,Ciencias Economicas y Administracion,Especializacion en Gestion Contable e Impositiva,8,19,27,8,10,18,45,0,0,0,Ciencias Economicas y Administracion
2015,UNI,P,Humanidades Ciencias Sociales y Cultura Guarani,Diplomado en Habilitacion Pedagogica,0,1,1,0,0,0,1,0,0,0,Educacion y Humanidades
2015,UNI,P,Humanidades Ciencias Sociales y Cultura Guarani,Maestria en Psicologia,2,1,3,0,0,0,3,0,0,0,Salud
2015,UNI,P,Humanidades Ciencias Sociales y Cultura Guarani,Diplomado en Estrategia Basica de Laboratorio,0,1,1,0,0,0,1,0,0,0,Ciencias Basicas
2015,UNI,P,Humanidades Ciencias Sociales y Cultura Guarani,Maestria en Educacion 2013-2015,0,1,1,0,0,0,1,6,5,11,Educacion y Humanidades
2015,UNI,P,Humanidades Ciencias Sociales y Cultura Guarani,Curso Actualizacion en Terapia de Pareja y Familiar,0,1,1,0,0,0,1,0,0,0,Salud
2015,UNI,P,Humanidades Ciencias Sociales y Cultura Guarani,Habilitacion Pedagogica,0,2,2,0,0,0,2,0,0,0,Educacion y Humanidades
2015,UNI,P,Ciencias Juridicas,Maestria y Doctorado en Ciencias Juridicas,0,0,0,0,0,0,0,3,0,3,Derecho y Ciencias Sociales
2015,UNI,P,Ciencias Juridicas,Diplomado en Ciencias Politicas,4,11,15,0,0,0,15,5,2,7,Derecho y Ciencias Sociales
2015,UNI,P,Ciencias Agropecuarias y Forestales,Maestria en Proteccion de Cultivos,13,19,32,1,8,9,41,9,6,15,Ciencias Agrarias
2015,UNI,P,Ciencias y Tecnologia,Diplomado en Normas Calidad ISO,0,1,1,0,0,0,1,1,2,3,Ingenieria y Tecnologia
2015,UNI,P,Ciencias y Tecnologia,Diplomado en Desarrollo Web con RUBY ON RAILS y Gestion de Bases de Datos,5,1,6,8,1,9,15,1,1,2,Ingenieria y Tecnologia
2015,UNI,P,Ciencias y Tecnologia,Diplomado en Estrategias Basicas del Laboratorio de Quimica General,1,10,11,0,10,10,21,1,0,1,Ciencias Basicas
2015,UNI,P,Ciencias y Tecnologia,Diplomado en Ingenieria de Procesos para el Tratamiento de Aguas Residuales,7,13,20,7,13,20,40,1,0,1,Ingenieria y Tecnologia
2015,UNI,P,Escuela de Posgrado,Diplomado en Gestion de la Energia,2,1,3,0,0,0,3,15,23,38,Ingenieria y Tecnologia
2015,UNI,P,Escuela de Posgrado,Diplomado en Lengua Inglesa,3,8,11,0,0,0,11,0,0,0,Educacion y Humanidades
2015,UNI,P,Escuela de Posgrado,Diplomado en Lengua Portuguesa,0,1,1,0,0,0,1,0,0,0,Educacion y Humanidades
2015,UNI,P,Escuela de Posgrado,Diplomado en Gerencia Servicio de Salud Publica,57,25,82,0,0,0,82,0,0,0,Salud
2015,UNI,P,Escuela de Posgrado,Diplomado Bioest-Intro Experimental,1,3,4,0,0,0,4,0,0,0,Ciencias Basicas
2015,UNI,P,Escuela de Posgrado,Capacitacion Pedagogica Educacion Superior,26,23,49,0,0,0,49,0,0,0,Educacion y Humanidades
2015,UNI,P,Escuela de Posgrado,Cooperacion Tecnica de Apoyo,117,88,205,0,0,0,205,0,0,0,Multidisciplinaria
2015,UNI,P,Escuela de Posgrado,Especializacion en Docencia Universitaria,81,89,170,0,0,0,170,0,0,0,Educacion y Humanidades
2015,UNI,P,Escuela de Posgrado,Especializacion en Gerencia en Salud Publica,9,5,14,0,0,0,14,0,0,0,Salud
2015,UNI,P,Escuela de Posgrado,Especializacion Docencia Universitaria,72,34,106,0,0,0,106,0,0,0,Educacion y Humanidades
